16.967,16.973,16.997,16.953,16.992,17.016,16.954,16.422,16.394,16.295,16.205,16.123,16.048,15.98,15.918,15.861,15.81,15.762,15.719,15.68,15.645,15.612,15.583,15.556,15.532,15.51,15.49,15.472,15.456,15.441,15.427,15.415,15.403,15.393,15.383,15.374,15.366,15.359,15.352,15.346,15.341,15.336,15.332,15.328,15.325,15.322,15.32,15.319,15.318,15.318,15.317,15.317,15.317,15.317,15.316,15.316,15.316,15.316,15.316,15.316,15.316,15.316,15.316,15.316,15.316,15.316,15.317,15.317,15.318,15.32,15.321,15.323,15.326,15.328,15.331,15.335,15.339,15.344,15.349,15.355,15.362,15.365,15.377,15.587,15.383,15.365,15.361,15.353,15.348,15.344,15.34,15.336,15.33,15.324,15.319,15.313,15.307,15.301,15.296,15.291,15.286,15.281,15.276,15.271,15.265,15.26,15.255,15.251,15.246,15.242,15.239,15.236,15.233,15.23,15.227,15.222,15.216,15.209,15.204,15.199,15.194,15.191,15.188,15.186,15.185,15.185,15.186,15.189,15.192,15.191
16.962,16.949,16.94,16.916,16.901,16.862,16.753,16.521,16.402,16.3,16.209,16.126,16.051,15.982,15.92,15.863,15.811,15.764,15.721,15.681,15.646,15.613,15.584,15.557,15.533,15.511,15.491,15.473,15.456,15.441,15.427,15.415,15.404,15.393,15.384,15.375,15.367,15.359,15.352,15.346,15.341,15.336,15.332,15.328,15.325,15.322,15.32,15.319,15.318,15.317,15.317,15.316,15.316,15.316,15.316,15.315,15.315,15.315,15.315,15.315,15.315,15.315,15.315,15.316,15.316,15.316,15.317,15.317,15.318,15.32,15.321,15.323,15.326,15.329,15.332,15.335,15.339,15.344,15.349,15.356,15.364,15.375,15.397,15.449,15.399,15.375,15.364,15.355,15.349,15.343,15.338,15.334,15.328,15.323,15.317,15.311,15.306,15.3,15.295,15.289,15.284,15.279,15.274,15.269,15.264,15.259,15.254,15.249,15.245,15.241,15.237,15.233,15.23,15.226,15.222,15.217,15.212,15.206,15.201,15.196,15.192,15.188,15.186,15.184,15.182,15.182,15.183,15.185,15.187,15.189
16.946,16.92,16.896,16.866,16.828,16.766,16.663,16.52,16.402,16.3,16.209,16.126,16.051,15.982,15.92,15.863,15.811,15.764,15.721,15.681,15.646,15.613,15.584,15.557,15.533,15.511,15.491,15.473,15.456,15.441,15.427,15.415,15.404,15.393,15.384,15.375,15.367,15.359,15.352,15.346,15.341,15.336,15.332,15.328,15.325,15.322,15.32,15.319,15.318,15.317,15.316,15.316,15.315,15.315,15.315,15.315,15.314,15.314,15.314,15.314,15.315,15.315,15.315,15.315,15.316,15.316,15.317,15.317,15.318,15.32,15.321,15.323,15.326,15.329,15.332,15.335,15.339,15.344,15.349,15.356,15.364,15.374,15.389,15.404,15.389,15.375,15.364,15.355,15.348,15.342,15.337,15.332,15.326,15.321,15.315,15.31,15.304,15.299,15.293,15.288,15.283,15.278,15.273,15.268,15.262,15.257,15.252,15.248,15.243,15.239,15.234,15.23,15.226,15.222,15.218,15.213,15.208,15.203,15.198,15.193,15.189,15.185,15.182,15.18,15.179,15.179,15.179,15.18,15.182,15.182
16.919,16.886,16.855,16.818,16.77,16.703,16.611,16.499,16.392,16.294,16.204,16.123,16.048,15.98,15.918,15.861,15.809,15.762,15.719,15.68,15.645,15.612,15.583,15.556,15.532,15.51,15.49,15.472,15.456,15.441,15.427,15.415,15.403,15.393,15.383,15.374,15.366,15.359,15.352,15.346,15.341,15.336,15.332,15.328,15.325,15.322,15.32,15.319,15.317,15.316,15.315,15.315,15.314,15.314,15.314,15.314,15.314,15.313,15.314,15.314,15.314,15.314,15.315,15.315,15.315,15.316,15.316,15.317,15.318,15.32,15.321,15.323,15.326,15.328,15.332,15.335,15.339,15.344,15.349,15.355,15.362,15.37,15.379,15.384,15.379,15.37,15.361,15.354,15.347,15.341,15.335,15.33,15.325,15.319,15.314,15.308,15.303,15.297,15.292,15.287,15.282,15.276,15.271,15.266,15.261,15.256,15.251,15.246,15.241,15.236,15.232,15.227,15.223,15.219,15.214,15.209,15.204,15.199,15.194,15.189,15.185,15.181,15.178,15.176,15.174,15.174,15.174,15.175,15.177,15.178
16.886,16.85,16.814,16.774,16.724,16.657,16.573,16.476,16.378,16.284,16.197,16.116,16.043,15.975,15.914,15.857,15.806,15.759,15.716,15.677,15.642,15.61,15.581,15.554,15.53,15.508,15.489,15.471,15.454,15.44,15.426,15.414,15.402,15.392,15.383,15.374,15.366,15.358,15.352,15.346,15.34,15.335,15.331,15.328,15.324,15.322,15.32,15.318,15.317,15.315,15.315,15.314,15.313,15.313,15.313,15.313,15.313,15.313,15.313,15.313,15.313,15.314,15.314,15.315,15.315,15.316,15.316,15.317,15.318,15.32,15.321,15.323,15.326,15.328,15.331,15.335,15.339,15.343,15.348,15.353,15.359,15.365,15.371,15.373,15.37,15.365,15.358,15.351,15.345,15.339,15.334,15.328,15.323,15.318,15.312,15.307,15.301,15.296,15.291,15.285,15.28,15.275,15.27,15.264,15.259,15.254,15.249,15.243,15.238,15.234,15.229,15.224,15.219,15.215,15.21,15.205,15.199,15.194,15.189,15.185,15.18,15.176,15.173,15.17,15.168,15.168,15.168,15.17,15.173,15.175
16.847,16.811,16.775,16.735,16.686,16.623,16.544,16.453,16.361,16.271,16.186,16.107,16.034,15.968,15.907,15.851,15.8,15.754,15.712,15.673,15.638,15.606,15.578,15.551,15.528,15.506,15.487,15.469,15.453,15.438,15.425,15.412,15.401,15.391,15.382,15.373,15.365,15.357,15.351,15.345,15.339,15.335,15.331,15.327,15.324,15.321,15.319,15.317,15.316,15.315,15.314,15.313,15.312,15.312,15.312,15.312,15.312,15.312,15.312,15.312,15.313,15.313,15.314,15.314,15.315,15.315,15.316,15.317,15.318,15.319,15.321,15.323,15.325,15.328,15.331,15.334,15.338,15.342,15.347,15.351,15.356,15.361,15.364,15.365,15.364,15.36,15.354,15.349,15.343,15.337,15.332,15.327,15.321,15.316,15.311,15.305,15.3,15.294,15.289,15.284,15.278,15.273,15.268,15.262,15.257,15.252,15.246,15.241,15.236,15.23,15.225,15.22,15.215,15.21,15.205,15.199,15.194,15.189,15.184,15.179,15.174,15.169,15.165,15.162,15.16,15.16,15.161,15.165,15.17,15.174
16.804,16.77,16.735,16.697,16.652,16.596,16.523,16.434,16.343,16.255,16.172,16.094,16.023,15.958,15.898,15.843,15.793,15.747,15.705,15.667,15.633,15.602,15.573,15.547,15.524,15.503,15.484,15.466,15.45,15.436,15.423,15.411,15.4,15.39,15.38,15.371,15.363,15.356,15.35,15.344,15.339,15.334,15.33,15.326,15.323,15.32,15.318,15.316,15.315,15.313,15.312,15.312,15.311,15.311,15.311,15.31,15.31,15.311,15.311,15.311,15.312,15.312,15.313,15.314,15.315,15.315,15.316,15.317,15.318,15.319,15.321,15.323,15.325,15.328,15.331,15.334,15.337,15.341,15.345,15.349,15.353,15.357,15.359,15.36,15.358,15.355,15.351,15.346,15.341,15.336,15.33,15.325,15.32,15.314,15.309,15.303,15.298,15.293,15.287,15.282,15.276,15.271,15.265,15.26,15.254,15.249,15.243,15.237,15.232,15.226,15.221,15.215,15.209,15.204,15.198,15.193,15.187,15.181,15.176,15.171,15.165,15.16,15.155,15.151,15.149,15.15,15.153,15.159,15.168,15.179
16.76,16.729,16.696,16.66,16.619,16.569,16.506,16.423,16.327,16.237,16.154,16.078,16.009,15.944,15.886,15.832,15.783,15.738,15.697,15.66,15.626,15.595,15.567,15.542,15.519,15.498,15.48,15.462,15.447,15.433,15.42,15.408,15.397,15.387,15.378,15.37,15.362,15.355,15.348,15.343,15.337,15.333,15.329,15.325,15.322,15.319,15.317,15.315,15.313,15.312,15.311,15.31,15.31,15.309,15.309,15.309,15.309,15.309,15.31,15.31,15.311,15.312,15.312,15.313,15.314,15.315,15.316,15.317,15.318,15.319,15.321,15.323,15.325,15.327,15.33,15.333,15.336,15.339,15.343,15.347,15.35,15.353,15.355,15.355,15.354,15.351,15.347,15.343,15.338,15.333,15.328,15.323,15.318,15.312,15.307,15.301,15.296,15.29,15.284,15.279,15.273,15.268,15.262,15.257,15.251,15.245,15.239,15.232,15.226,15.22,15.214,15.207,15.201,15.195,15.189,15.183,15.177,15.171,15.165,15.159,15.153,15.147,15.14,15.136,15.136,15.138,15.143,15.15,15.164,15.197
16.728,16.689,16.656,16.624,16.587,16.543,16.487,16.414,16.319,16.217,16.133,16.058,15.99,15.927,15.87,15.817,15.769,15.726,15.686,15.649,15.616,15.587,15.56,15.535,15.513,15.493,15.474,15.458,15.443,15.429,15.416,15.405,15.395,15.385,15.376,15.367,15.36,15.353,15.347,15.341,15.336,15.331,15.327,15.324,15.32,15.318,15.315,15.313,15.312,15.31,15.309,15.308,15.308,15.307,15.307,15.307,15.307,15.308,15.308,15.309,15.31,15.311,15.312,15.313,15.313,15.314,15.316,15.317,15.318,15.319,15.321,15.323,15.325,15.327,15.329,15.332,15.334,15.337,15.34,15.343,15.346,15.348,15.35,15.35,15.349,15.347,15.344,15.34,15.335,15.33,15.325,15.32,15.315,15.309,15.303,15.297,15.291,15.286,15.28,15.274,15.268,15.263,15.257,15.251,15.244,15.238,15.231,15.224,15.216,15.209,15.201,15.194,15.187,15.18,15.173,15.166,15.159,15.153,15.147,15.141,15.134,15.125,15.119,15.12,15.122,15.125,15.13,15.135,15.14,0
16.664,16.64,16.614,16.586,16.554,16.515,16.465,16.401,16.313,16.201,16.103,16.03,15.965,15.904,15.849,15.798,15.752,15.71,15.671,15.636,15.604,15.575,15.549,15.526,15.504,15.485,15.467,15.451,15.437,15.424,15.412,15.401,15.39,15.381,15.372,15.364,15.357,15.35,15.344,15.339,15.334,15.329,15.325,15.322,15.319,15.316,15.313,15.311,15.31,15.308,15.307,15.306,15.305,15.305,15.305,15.305,15.305,15.306,15.307,15.308,15.309,15.31,15.31,15.312,15.313,15.314,15.315,15.316,15.317,15.319,15.32,15.322,15.324,15.325,15.327,15.329,15.331,15.334,15.336,15.339,15.341,15.343,15.344,15.344,15.343,15.341,15.339,15.335,15.331,15.326,15.321,15.315,15.309,15.303,15.296,15.289,15.283,15.276,15.269,15.263,15.257,15.251,15.244,15.237,15.23,15.222,15.213,15.203,15.193,15.183,15.172,15.162,15.153,15.144,15.136,15.129,15.122,15.116,15.109,15.103,15.096,15.093,15.098,15.103,15.107,15.111,15.115,15.119,15.122,0
