16.457,16.566,16.683,16.78,16.846,16.879,16.892,16.913,16.909,16.744,16.356,16.12,16.225,16.348,16.434,16.518,16.196,15.712,15.42,15.332,15.362,15.456,15.56,15.617,15.636,15.645,15.562,15.635,15.509,14.297,13.141,12.725,13.676
16.607,16.74,16.825,16.885,16.935,16.967,16.985,16.966,16.836,16.479,16.046,16.042,16.168,16.418,16.494,16.581,16.455,16.064,15.677,15.454,15.385,15.411,15.472,15.535,15.6,15.62,15.533,15.645,15.377,14.098,13.11,12.924,13.914
16.856,16.851,16.847,16.886,16.952,17.004,16.966,16.814,16.523,16,15.826,15.832,15.904,16.332,16.571,16.642,16.554,16.222,15.861,15.601,15.473,15.45,15.487,15.562,15.629,15.59,15.495,15.643,15.252,13.806,12.984,13.285,14.294
16.825,16.756,16.781,16.86,16.902,16.909,16.837,16.385,15.905,15.562,15.484,15.407,15.553,16.11,16.611,16.702,16.577,16.233,15.916,15.721,15.61,15.572,15.594,15.64,15.63,15.529,15.489,15.644,14.874,13.243,12.836,13.523,14.483
16.702,16.726,16.806,16.857,16.81,16.633,16.248,15.653,15.247,15.099,15.008,15.074,15.231,15.795,16.586,16.739,16.604,16.205,15.864,15.742,15.696,15.677,15.655,15.617,15.552,15.476,15.527,15.572,14.339,12.833,12.834,13.416,14.291
16.647,16.712,16.677,16.481,16.172,15.796,15.377,14.965,14.784,14.738,14.749,14.884,15.017,15.457,16.439,16.769,16.608,16.123,15.73,15.653,15.651,15.627,15.586,15.559,15.538,15.533,15.6,15.678,14.234,12.706,12.686,12.845,13.146
16.189,16.184,15.962,15.581,15.178,14.818,14.6,14.58,14.707,14.765,14.741,14.828,14.961,15.223,16.214,16.785,16.592,16.013,15.61,15.579,15.598,15.618,15.643,15.682,15.666,15.627,15.689,15.586,14.059,12.57,12.583,12.492,12.505
15.386,15.345,15.136,14.828,14.546,14.373,14.392,14.696,15.116,15.431,15.344,15.075,15.026,15.169,16.065,16.774,16.561,15.951,15.648,15.708,15.782,15.779,15.717,15.589,15.479,15.55,15.537,14.715,13.406,12.541,12.874,13.087,12.987
15.051,14.94,14.821,14.679,14.521,14.374,14.505,14.992,15.623,16.113,16.087,15.704,15.319,15.268,16.095,16.714,16.423,15.912,15.902,16.018,15.833,15.55,15.39,15.082,15.154,15.508,15.378,14.108,13.004,13.037,13.418,13.637,13.72
15.704,15.44,15.145,14.883,14.594,14.521,14.744,15.35,16.115,16.626,16.573,16.08,15.6,15.496,16.282,16.661,16.317,15.973,15.878,15.495,14.97,14.643,14.778,14.674,15.047,15.478,15.306,14.063,13.529,13.666,13.35,13.154,13.27
16.155,15.829,15.452,14.939,14.647,14.749,15.019,15.718,16.504,16.89,16.734,16.289,15.766,15.85,16.558,16.647,16.424,16.342,16.158,15.474,14.63,14.07,14.148,14.299,14.819,15.287,15.076,14.235,13.644,13.157,12.773,12.837,12.947
