13.8,13.848,13.84,13.729,13.562,13.389,13.229,13.081,12.954,12.843,12.762,12.708,12.683,12.693,12.763,12.908,12.824,12.512,12.463
13.806,13.849,13.824,13.72,13.592,13.474,13.362,13.248,13.127,13.001,12.89,12.806,12.76,12.781,12.872,12.925,12.715,12.477,12.434
13.847,13.839,13.746,13.616,13.502,13.418,13.355,13.291,13.208,13.104,12.995,12.906,12.861,12.897,12.944,12.861,12.609,12.468,12.41
13.816,13.657,13.458,13.306,13.225,13.195,13.188,13.183,13.161,13.109,13.038,12.976,12.951,12.964,12.934,12.781,12.58,12.475,12.406
13.481,13.244,13.105,13.069,13.072,13.065,13.054,13.052,13.057,13.051,13.025,12.999,12.988,12.977,12.915,12.795,12.663,12.535,12.443
13.171,13.107,13.165,13.232,13.244,13.211,13.148,13.081,13.04,13.03,13.026,13.024,13.032,13.039,13.038,13.006,12.89,12.738,12.588
13.187,13.313,13.433,13.472,13.464,13.436,13.375,13.283,13.183,13.128,13.124,13.138,13.18,13.249,13.32,13.331,13.252,13.138,12.948
13.341,13.475,13.514,13.503,13.502,13.494,13.484,13.457,13.384,13.294,13.271,13.314,13.383,13.472,13.53,13.535,13.523,13.504,13.42
13.443,13.51,13.496,13.497,13.501,13.48,13.463,13.475,13.502,13.465,13.405,13.431,13.5,13.552,13.56,13.543,13.536,13.537,13.542
13.482,13.515,13.508,13.53,13.528,13.511,13.47,13.43,13.465,13.545,13.542,13.517,13.544,13.551,13.528,13.502,13.482,13.467,13.455
13.488,13.515,13.489,13.492,13.508,13.51,13.484,13.438,13.405,13.463,13.554,13.557,13.542,13.526,13.508,13.494,13.481,13.475,13.443
13.452,13.505,13.506,13.498,13.502,13.498,13.462,13.427,13.409,13.403,13.456,13.493,13.496,13.494,13.493,13.488,13.488,13.482,13.444
13.39,13.452,13.483,13.495,13.496,13.474,13.431,13.399,13.378,13.4,13.435,13.46,13.472,13.474,13.474,13.477,13.487,13.474,13.435
13.322,13.374,13.416,13.438,13.436,13.407,13.376,13.361,13.356,13.374,13.414,13.454,13.478,13.471,13.459,13.465,13.476,13.468,13.412
13.295,13.3,13.324,13.343,13.342,13.335,13.342,13.344,13.336,13.346,13.39,13.442,13.479,13.466,13.441,13.449,13.469,13.452,13.378
13.456,13.361,13.322,13.31,13.316,13.354,13.389,13.376,13.335,13.324,13.363,13.422,13.466,13.444,13.417,13.446,13.464,13.42,13.316
13.738,13.589,13.494,13.465,13.497,13.527,13.49,13.407,13.335,13.311,13.339,13.393,13.427,13.401,13.409,13.464,13.447,13.346,13.213
