13.407,13.409,13.418,13.427,13.463,13.559,13.663,13.634,13.406,13.063,12.738,12.505,12.405,12.542,12.782,12.9,12.876,12.804,12.908
13.365,13.368,13.391,13.41,13.417,13.46,13.574,13.684,13.643,13.4,13.052,12.716,12.48,12.479,12.693,12.873,12.885,12.796,12.902
13.354,13.365,13.389,13.414,13.418,13.421,13.487,13.623,13.712,13.612,13.324,12.955,12.623,12.498,12.646,12.848,12.89,12.791,12.896
13.388,13.408,13.438,13.448,13.438,13.419,13.444,13.556,13.694,13.703,13.501,13.147,12.761,12.549,12.642,12.84,12.892,12.786,12.903
13.401,13.414,13.445,13.457,13.442,13.422,13.435,13.527,13.674,13.729,13.578,13.244,12.837,12.587,12.669,12.856,12.891,12.778,12.929
13.433,13.408,13.406,13.411,13.406,13.408,13.446,13.551,13.694,13.741,13.585,13.234,12.796,12.589,12.734,12.892,12.881,12.779,12.968
13.53,13.491,13.461,13.449,13.465,13.513,13.6,13.708,13.765,13.672,13.398,13,12.647,12.654,12.845,12.917,12.846,12.806,12.972
13.579,13.609,13.638,13.666,13.684,13.691,13.68,13.626,13.504,13.299,12.99,12.72,12.658,12.839,12.923,12.897,12.832,12.87,12.901
13.331,13.374,13.403,13.413,13.395,13.351,13.274,13.152,13.013,12.867,12.773,12.784,12.875,12.938,12.908,12.863,12.842,12.9,12.88
12.941,12.964,12.984,12.995,12.987,12.955,12.914,12.882,12.87,12.877,12.901,12.927,12.929,12.902,12.866,12.849,12.864,12.89,12.944
12.876,12.893,12.91,12.922,12.926,12.92,12.913,12.915,12.917,12.914,12.905,12.893,12.879,12.873,12.882,12.918,12.995,13.059,13.092
12.965,12.982,12.981,12.966,12.947,12.931,12.923,12.927,12.942,12.965,12.991,13.018,13.044,13.069,13.093,13.124,13.175,13.188,13.157
12.993,13.025,13.008,12.978,12.952,12.948,12.97,13.013,13.059,13.093,13.118,13.138,13.143,13.13,13.095,13.08,13.122,13.138,13.111
12.933,13.035,13.043,12.994,12.956,12.95,12.976,13.014,13.043,13.06,13.094,13.137,13.152,13.148,13.09,13.035,13.064,13.059,13.023
12.9,12.936,13.051,13.054,12.99,12.956,12.967,13.001,13.033,13.032,13.102,13.154,13.183,13.186,13.114,13.009,13.009,12.951,12.904
13.049,12.933,12.957,13.05,13.059,13.015,12.999,13.024,13.056,13.027,13.111,13.143,13.169,13.178,13.121,12.993,12.943,12.852,12.793
13.274,13.083,12.956,12.982,13.055,13.07,13.06,13.08,13.071,13.025,13.085,13.116,13.14,13.148,13.109,12.998,12.908,12.792,12.697
