-124.45,-124.45,-124.45,-124.46,-124.46,-124.46,-124.46,-124.47,-124.47,-124.47,-124.47,-124.48,-124.48,-124.48,-124.48,-124.48,-124.49,-124.49,-124.49,-124.49,-124.5,-124.5,-124.5,-124.5,-124.51,-124.51,-124.51,-124.51,-124.52,-124.52,-124.52,-124.52,-124.53
-124.36,-124.36,-124.37,-124.37,-124.37,-124.37,-124.37,-124.38,-124.38,-124.38,-124.38,-124.39,-124.39,-124.39,-124.39,-124.39,-124.4,-124.4,-124.4,-124.4,-124.41,-124.41,-124.41,-124.41,-124.42,-124.42,-124.42,-124.42,-124.42,-124.43,-124.43,-124.43,-124.43
-124.27,-124.27,-124.28,-124.28,-124.28,-124.28,-124.28,-124.29,-124.29,-124.29,-124.29,-124.3,-124.3,-124.3,-124.3,-124.3,-124.31,-124.31,-124.31,-124.31,-124.32,-124.32,-124.32,-124.32,-124.32,-124.33,-124.33,-124.33,-124.33,-124.34,-124.34,-124.34,-124.34
-124.18,-124.18,-124.19,-124.19,-124.19,-124.19,-124.2,-124.2,-124.2,-124.2,-124.2,-124.21,-124.21,-124.21,-124.21,-124.21,-124.22,-124.22,-124.22,-124.22,-124.22,-124.23,-124.23,-124.23,-124.23,-124.24,-124.24,-124.24,-124.24,-124.24,-124.25,-124.25,-124.25
-124.09,-124.1,-124.1,-124.1,-124.1,-124.1,-124.11,-124.11,-124.11,-124.11,-124.11,-124.12,-124.12,-124.12,-124.12,-124.12,-124.13,-124.13,-124.13,-124.13,-124.13,-124.14,-124.14,-124.14,-124.14,-124.14,-124.15,-124.15,-124.15,-124.15,-124.15,-124.16,-124.16
-124,-124.01,-124.01,-124.01,-124.01,-124.01,-124.02,-124.02,-124.02,-124.02,-124.02,-124.03,-124.03,-124.03,-124.03,-124.03,-124.04,-124.04,-124.04,-124.04,-124.04,-124.04,-124.05,-124.05,-124.05,-124.05,-124.05,-124.06,-124.06,-124.06,-124.06,-124.06,-124.07
-123.92,-123.92,-123.92,-123.92,-123.92,-123.92,-123.93,-123.93,-123.93,-123.93,-123.93,-123.94,-123.94,-123.94,-123.94,-123.94,-123.94,-123.95,-123.95,-123.95,-123.95,-123.95,-123.96,-123.96,-123.96,-123.96,-123.96,-123.97,-123.97,-123.97,-123.97,-123.97,-123.97
-123.83,-123.83,-123.83,-123.83,-123.83,-123.84,-123.84,-123.84,-123.84,-123.84,-123.84,-123.85,-123.85,-123.85,-123.85,-123.85,-123.85,-123.86,-123.86,-123.86,-123.86,-123.86,-123.86,-123.87,-123.87,-123.87,-123.87,-123.87,-123.88,-123.88,-123.88,-123.88,-123.88
-123.74,-123.74,-123.74,-123.74,-123.74,-123.75,-123.75,-123.75,-123.75,-123.75,-123.75,-123.76,-123.76,-123.76,-123.76,-123.76,-123.76,-123.77,-123.77,-123.77,-123.77,-123.77,-123.77,-123.78,-123.78,-123.78,-123.78,-123.78,-123.78,-123.79,-123.79,-123.79,-123.79
-123.65,-123.65,-123.65,-123.65,-123.65,-123.66,-123.66,-123.66,-123.66,-123.66,-123.66,-123.67,-123.67,-123.67,-123.67,-123.67,-123.67,-123.68,-123.68,-123.68,-123.68,-123.68,-123.68,-123.68,-123.69,-123.69,-123.69,-123.69,-123.69,-123.69,-123.7,-123.7,-123.7
-123.56,-123.56,-123.56,-123.56,-123.57,-123.57,-123.57,-123.57,-123.57,-123.57,-123.57,-123.58,-123.58,-123.58,-123.58,-123.58,-123.58,-123.58,-123.59,-123.59,-123.59,-123.59,-123.59,-123.59,-123.6,-123.6,-123.6,-123.6,-123.6,-123.6,-123.6,-123.61,-123.61
