0.48192707	0.4821461	0.48230764	0.4824133	0.48246554	0.48245955	0.48239434	0.48229098	0.4821419	0.48194548	0.4816904	0.48137367	0.4810075	0.4805861	0.48011658	0.47960186	0.47905806	0.47849303	0.47789952	0.47726828	0.47657877	0.4758477	0.47500315	0.47395408	0.47257462	0.47074947	0.46851534	0.46575284	0.4626277	0.45908165	0.45515287	0.45098343	0.44673187	0.44246328	0.43833968	0.43463498	0.43140182	0.42869598	0.42651126	0.4248582	0.42360196	0.42268047	0.42204636	0.42169815	0.421541	0.42146528	0.4214347	0.4214338	0.42145526	0.42148516	0.42151278	0.42152888	0.42153427	0.4215225	0.42148525	0.4214245	0.42133695	0.4212254	0.42109844	0.42096683	0.42083618	0.4207096	0.42059442	0.4205022	0.42043173	0.42039186	0.42038172	0.42040956	0.4204746	0.4205709	0.4207026	0.42086783	0.4210651	0.42128152	0.42151135	0.4217523
0.48108625	0.48135683	0.48156098	0.48170346	0.4817852	0.48180223	0.48175743	0.4816774	0.48155534	0.48139024	0.48117197	0.48089802	0.4805792	0.48020875	0.4797915	0.47932902	0.4788348	0.47831702	0.47777313	0.47720063	0.4765842	0.47593993	0.47520566	0.47428715	0.47306386	0.47141933	0.46938926	0.46683896	0.46391496	0.46053985	0.45673525	0.45263383	0.44838017	0.44405895	0.4398216	0.43594712	0.4325082	0.42957407	0.42714268	0.42524236	0.42376524	0.4226548	0.421862	0.4213891	0.42113733	0.42098588	0.42089438	0.4208461	0.42083338	0.42083824	0.4208469	0.42085135	0.42085224	0.42084467	0.4208199	0.4207789	0.42071852	0.42064127	0.42055485	0.4204672	0.42038345	0.4203059	0.42024145	0.42019957	0.42017838	0.42018527	0.42021912	0.42028666	0.42038518	0.42050907	0.42066166	0.42084083	0.42104378	0.42125928	0.4214821	0.42171043
0.479917	0.48023897	0.480492	0.48068058	0.48080447	0.48085913	0.48085186	0.48081207	0.4807338	0.4806167	0.48045242	0.48023862	0.47998488	0.47968262	0.47933483	0.4789412	0.47851306	0.47805756	0.4775771	0.4770741	0.4765372	0.4759813	0.47535437	0.47456223	0.47349358	0.47203207	0.47021568	0.46789372	0.46519053	0.46201116	0.45836154	0.45436317	0.45014548	0.44580606	0.44148555	0.43746105	0.43382427	0.43066162	0.42797887	0.42581797	0.42410356	0.42278734	0.42181766	0.42120138	0.42084116	0.4206049	0.42044872	0.420353	0.42031056	0.4202959	0.42029062	0.42028752	0.42028713	0.42028546	0.42027342	0.42025113	0.4202156	0.42016935	0.4201185	0.4200683	0.42002302	0.41998526	0.41996083	0.4199577	0.41997358	0.42001438	0.42007935	0.42017338	0.42029312	0.42043334	0.42059648	0.42078024	0.42098078	0.4211891	0.42140013	0.4216123
0.4784528	0.47882834	0.47913486	0.47937605	0.47954944	0.47965157	0.47969377	0.47970724	0.4796865	0.47963142	0.4795357	0.479397	0.47922355	0.47900546	0.47874287	0.47843355	0.478086	0.477707	0.47730246	0.47687763	0.47642604	0.47596103	0.47543946	0.47477138	0.47385597	0.4725781	0.4709799	0.4688975	0.46643117	0.46347177	0.4600051	0.45614266	0.45199698	0.44767237	0.4433015	0.43915558	0.43533894	0.43195474	0.42901984	0.4265886	0.42462224	0.42308512	0.42192465	0.42115083	0.4206689	0.42033678	0.42010823	0.4199605	0.41988873	0.4198579	0.41984344	0.41983697	0.4198386	0.41984463	0.41984603	0.4198415	0.41982913	0.41981086	0.4197909	0.4197718	0.41975826	0.41975212	0.41975838	0.41978323	0.41982457	0.41988772	0.41997167	0.42008024	0.42020968	0.42035517	0.42051837	0.42069718	0.42088747	0.4210819	0.4212761	0.42146796
0.47673416	0.47716144	0.47752282	0.47781968	0.4780472	0.4782041	0.47830462	0.47838038	0.47842634	0.47844324	0.47842693	0.47837487	0.47829357	0.47817194	0.47800782	0.4777959	0.4775424	0.47725284	0.47693467	0.47659585	0.4762356	0.47586596	0.47545075	0.47490615	0.47414368	0.47304967	0.4716682	0.46983108	0.46761322	0.46489078	0.46163088	0.4579357	0.45389545	0.44962174	0.44523636	0.44100165	0.43703127	0.43344045	0.43026003	0.4275564	0.42532688	0.4235558	0.42219096	0.42124277	0.4206231	0.4201822	0.41987103	0.41966408	0.41956097	0.41951412	0.41949272	0.41948485	0.41949087	0.41950604	0.4195212	0.4195339	0.41954225	0.4195486	0.41955498	0.41956183	0.41957337	0.4195914	0.4196197	0.4196634	0.4197204	0.41979587	0.41988894	0.42000178	0.42013144	0.42027318	0.42042804	0.4205945	0.42076838	0.42094386	0.4211171	0.42128614
0.47478655	0.4752566	0.47566667	0.4760154	0.4762958	0.47650945	0.47667173	0.47681436	0.4769328	0.47702843	0.477099	0.4771418	0.47716185	0.47714698	0.47709247	0.4769907	0.47684518	0.47665936	0.47644094	0.4761997	0.47593823	0.4756682	0.47536024	0.47493815	0.4743261	0.47341594	0.47225046	0.47066396	0.46870476	0.46623743	0.4632123	0.4597226	0.45583045	0.4516529	0.44729406	0.4430039	0.43890446	0.43512237	0.43170258	0.42872828	0.42622787	0.42420948	0.42262203	0.42147964	0.42070174	0.4201361	0.41972935	0.41945487	0.4193142	0.41924763	0.41921753	0.41920766	0.41921803	0.41924244	0.41927138	0.41929978	0.41932684	0.41935447	0.41938305	0.419411	0.41944194	0.41947767	0.41952097	0.41957623	0.41964176	0.41972214	0.4198168	0.41992697	0.42004997	0.420182	0.42032355	0.4204733	0.42062736	0.42078146	0.4209325	0.42107856
0.47266176	0.47315922	0.4736051	0.47399563	0.47432175	0.47458786	0.4748109	0.47501978	0.4752122	0.47538862	0.47554886	0.47569072	0.475817	0.47591445	0.4759769	0.4759945	0.47596908	0.47590044	0.47579592	0.47566462	0.47551137	0.475347	0.47514907	0.47485086	0.4743883	0.47366098	0.47271097	0.47137767	0.46968362	0.46748537	0.46472242	0.46147415	0.45777407	0.45373935	0.44945303	0.44514424	0.4409446	0.43699208	0.43334505	0.4301024	0.42732602	0.4250471	0.42321876	0.42186028	0.4209017	0.42019168	0.41967422	0.41931903	0.4191323	0.41903937	0.41899472	0.41897967	0.41899198	0.41902393	0.4190655	0.41910797	0.41915146	0.41919714	0.4192442	0.41928905	0.4193349	0.4193833	0.4194364	0.4194978	0.4195669	0.41964772	0.4197399	0.4198435	0.41995686	0.42007658	0.42020315	0.42033556	0.4204699	0.4206035	0.42073387	0.42085892
0.47045356	0.47095573	0.47141504	0.4718291	0.47218505	0.4724905	0.47276458	0.4730323	0.47329235	0.47354412	0.47378913	0.47402692	0.47425687	0.47446546	0.47464535	0.4747863	0.47488704	0.4749455	0.4749659	0.47495613	0.4749221	0.47487253	0.47479033	0.47461957	0.47430658	0.4737617	0.47302523	0.47194272	0.4705144	0.4685933	0.46610895	0.4631314	0.4596639	0.45581758	0.45165467	0.4473776	0.44312197	0.43903726	0.43519133	0.43169922	0.42865252	0.42610514	0.4240201	0.4224238	0.42125398	0.42037126	0.4197188	0.41926044	0.41900757	0.41887534	0.41880608	0.41877824	0.41878748	0.41882533	0.41887757	0.41893232	0.41898954	0.4190506	0.4191128	0.41917133	0.4192287	0.41928625	0.41934553	0.4194102	0.4194802	0.41955918	0.4196467	0.41974288	0.4198463	0.41995442	0.42006758	0.42018464	0.42030245	0.42041957	0.4205333	0.4206421
0.4682084	0.46869147	0.46914205	0.46955937	0.46993047	0.47026446	0.47058076	0.47089943	0.47122106	0.47154242	0.47186658	0.47219497	0.4725234	0.47283837	0.47313267	0.47339705	0.4736261	0.47381672	0.47396892	0.47408772	0.4741795	0.47425073	0.47428948	0.47424966	0.4740879	0.473727	0.47320455	0.47237054	0.4712081	0.4695698	0.4673757	0.4646871	0.4614809	0.45785803	0.45385975	0.4496576	0.44539088	0.44121417	0.43720242	0.43348622	0.43018582	0.4273738	0.42502514	0.42317343	0.42176753	0.4206831	0.4198704	0.41928744	0.41895032	0.41876358	0.41865772	0.41860682	0.41860476	0.41864324	0.41870242	0.41876668	0.4188352	0.41890883	0.41898364	0.41905332	0.41911954	0.4191834	0.4192463	0.41931167	0.4193807	0.41945598	0.41953772	0.41962603	0.41971996	0.41981786	0.4199193	0.42002353	0.42012817	0.42023247	0.4203342	0.42043146
0.46603045	0.46647507	0.46689737	0.46730137	0.46767312	0.46802238	0.46836874	0.4687261	0.46909726	0.4694765	0.46986753	0.47027418	0.470688	0.4710973	0.47149605	0.47187576	0.47222728	0.47254655	0.47283012	0.47307932	0.47330013	0.4734973	0.47366035	0.4737524	0.47374094	0.47356048	0.47324467	0.47265303	0.4717527	0.47039858	0.46850044	0.46611446	0.46319437	0.4598286	0.4560346	0.45195603	0.44772804	0.44350246	0.43936345	0.4354549	0.43191898	0.4288485	0.42623094	0.4241091	0.4224456	0.4211333	0.42013693	0.41940662	0.41896248	0.4187027	0.41854528	0.41845846	0.41843563	0.41846886	0.4185294	0.4185988	0.4186751	0.4187588	0.41884384	0.418923	0.4189963	0.4190652	0.41913083	0.41919652	0.4192644	0.41933662	0.41941357	0.41949564	0.41958266	0.4196733	0.41976696	0.41986275	0.4199593	0.42005622	0.42015117	0.4202423
